age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,age_group
34,housemaid,married,2,0,265,0,0,cellular,6,8,0.09,2,-1,0,unknown,0,25-50yrs
30,blue-collar,single,2,0,161,0,1,telephone,8,9,0.08,3,-1,0,unknown,1,25-50yrs
34,blue-collar,married,2,0,-61,1,0,unknown,27,5,0.04,1,-1,0,unknown,0,25-50yrs
32,blue-collar,married,2,0,2089,1,0,cellular,14,11,0.04,1,-1,0,unknown,1,25-50yrs
44,blue-collar,married,1,0,3753,1,0,unknown,28,5,0.03,4,-1,0,unknown,0,25-50yrs
50,services,married,2,0,3374,0,0,unknown,19,6,0.01,2,-1,0,unknown,0,25-50yrs
40,blue-collar,married,1,0,540,1,0,unknown,2,6,0.01,1,-1,0,unknown,0,25-50yrs
53,management,single,3,0,1074,1,0,unknown,15,5,0.15,2,-1,0,unknown,0,above 50yrs
36,self-employed,married,3,0,506,0,0,cellular,3,2,0.03,1,92,3,success,0,25-50yrs
39,blue-collar,married,1,0,2303,1,0,unknown,17,6,0.22,3,-1,0,unknown,1,25-50yrs
34,technician,single,3,1,-1,0,0,cellular,27,8,0.22,13,-1,0,unknown,0,25-50yrs
44,blue-collar,married,2,0,879,1,0,cellular,3,4,0.11,1,-1,0,unknown,0,25-50yrs
56,retired,married,1,0,133,0,1,unknown,12,6,0.09,2,-1,0,unknown,0,above 50yrs
28,blue-collar,married,1,0,674,1,0,telephone,14,5,0.26,4,-1,0,unknown,0,25-50yrs
30,blue-collar,single,2,0,196,1,0,unknown,29,5,0.03,7,-1,0,unknown,0,25-50yrs
61,retired,married,2,0,76,1,0,cellular,15,7,0.05,7,-1,0,unknown,0,above 50yrs
36,management,married,3,0,1041,1,0,cellular,14,5,0.13,2,-1,0,unknown,0,25-50yrs
60,retired,married,3,0,0,1,0,unknown,13,5,0.01,4,-1,0,unknown,0,above 50yrs
43,technician,single,3,0,317,1,0,cellular,18,7,0.03,1,-1,0,unknown,0,25-50yrs
34,technician,married,2,0,56,0,0,cellular,19,8,0.03,2,-1,0,unknown,0,25-50yrs
30,admin.,single,2,0,983,1,0,cellular,27,5,0.05,2,-1,0,unknown,1,25-50yrs
38,management,married,3,0,1354,1,0,cellular,8,6,0.04,3,130,2,failure,0,25-50yrs
34,blue-collar,married,2,0,157,1,0,cellular,11,7,0.07,2,-1,0,unknown,0,25-50yrs
35,services,divorced,2,0,-718,1,0,cellular,21,11,0.01,1,-1,0,unknown,0,25-50yrs
34,technician,single,2,0,649,0,0,cellular,7,8,0.03,3,-1,0,unknown,0,25-50yrs
46,entrepreneur,married,1,0,1757,1,0,unknown,30,5,0.11,3,-1,0,unknown,0,25-50yrs
51,technician,married,2,0,-1042,1,0,unknown,27,5,0.08,2,-1,0,unknown,0,above 50yrs
38,blue-collar,married,2,0,5092,1,0,unknown,17,6,0.04,6,-1,0,unknown,0,25-50yrs
23,blue-collar,single,2,0,206,1,0,cellular,20,4,0.03,3,-1,0,unknown,0,under 25yrs
48,management,married,3,0,494,0,0,cellular,29,8,0.02,8,-1,0,unknown,0,25-50yrs
36,management,single,3,0,4543,1,0,unknown,2,6,0.07,5,-1,0,unknown,0,25-50yrs
60,retired,married,2,0,1339,0,1,cellular,22,7,0.04,1,-1,0,unknown,0,above 50yrs
47,admin.,married,2,0,6703,0,0,cellular,14,8,0.07,3,-1,0,unknown,0,25-50yrs
33,blue-collar,married,1,0,0,1,0,unknown,15,5,0.08,1,-1,0,unknown,0,25-50yrs
41,management,married,3,0,7028,0,0,cellular,17,11,0.03,1,-1,0,unknown,0,25-50yrs
44,technician,divorced,2,0,106,1,0,unknown,26,5,0.03,1,-1,0,unknown,0,25-50yrs
44,blue-collar,married,2,0,878,1,0,cellular,2,6,0.04,1,-1,0,unknown,0,25-50yrs
32,blue-collar,single,1,0,12,1,0,unknown,9,5,0.04,4,-1,0,unknown,0,25-50yrs
46,admin.,married,2,0,196,1,0,telephone,14,5,0.01,2,-1,0,unknown,0,25-50yrs
38,technician,single,2,0,50,0,0,cellular,29,8,0.03,2,-1,0,unknown,0,25-50yrs
37,management,married,3,0,0,1,0,cellular,14,7,0.03,2,-1,0,unknown,0,25-50yrs
60,blue-collar,married,1,0,703,0,0,unknown,20,6,0.01,7,-1,0,unknown,0,above 50yrs
45,blue-collar,married,2,0,1778,1,0,cellular,4,2,0.01,1,251,5,failure,0,25-50yrs
53,housemaid,married,2,0,1103,0,0,cellular,22,7,0.08,6,-1,0,unknown,0,above 50yrs
56,retired,married,2,0,0,1,0,unknown,7,5,0.09,4,-1,0,unknown,0,above 50yrs
39,management,married,3,0,606,0,0,cellular,4,2,0.02,1,-1,0,unknown,0,25-50yrs
41,blue-collar,married,1,0,241,1,0,cellular,20,4,0.05,1,150,1,failure,0,25-50yrs
27,self-employed,divorced,2,0,165,1,0,cellular,6,2,0.32,2,192,4,failure,0,25-50yrs
37,technician,married,2,0,332,1,0,cellular,19,11,0.1,2,-1,0,unknown,0,25-50yrs
53,unemployed,married,2,0,1561,0,0,cellular,20,11,0.19,2,-1,0,unknown,0,above 50yrs
38,services,married,2,0,3039,1,1,cellular,11,5,0.04,2,-1,0,unknown,0,25-50yrs
58,retired,married,3,0,0,0,0,cellular,21,8,0.04,2,-1,0,unknown,0,above 50yrs
44,blue-collar,married,1,0,314,1,0,unknown,30,5,0.21,2,-1,0,unknown,0,25-50yrs
37,blue-collar,married,2,0,421,0,1,unknown,30,5,0.11,2,-1,0,unknown,0,25-50yrs
26,admin.,married,2,0,710,1,1,unknown,6,6,0.35,2,-1,0,unknown,1,25-50yrs
53,technician,married,3,0,0,1,0,cellular,21,8,0.01,1,-1,0,unknown,0,above 50yrs
56,retired,married,2,0,0,0,0,cellular,26,1,0.11,2,-1,0,unknown,0,above 50yrs
31,technician,single,2,0,1,1,0,unknown,20,5,0.02,3,-1,0,unknown,0,25-50yrs
38,entrepreneur,married,3,0,898,1,0,unknown,6,5,0.04,2,-1,0,unknown,0,25-50yrs
58,entrepreneur,married,1,0,1249,0,0,cellular,5,2,0.05,1,-1,0,unknown,0,above 50yrs
57,technician,married,0,0,2610,0,0,telephone,3,2,0.07,2,-1,0,unknown,0,above 50yrs
33,management,single,0,0,1534,1,0,cellular,11,7,0.29,2,-1,0,unknown,1,25-50yrs
36,self-employed,single,2,0,652,0,0,unknown,17,6,0.05,1,-1,0,unknown,0,25-50yrs
26,technician,single,3,0,152,0,0,cellular,30,1,0.04,2,2,1,other,0,25-50yrs
48,management,married,2,0,4415,1,0,cellular,8,4,0.29,3,141,7,failure,1,25-50yrs
34,admin.,single,2,0,6979,1,0,cellular,15,5,0.0,5,-1,0,unknown,0,25-50yrs
50,admin.,married,2,0,4855,0,0,cellular,5,8,0.2,2,-1,0,unknown,1,25-50yrs
42,blue-collar,married,2,0,525,1,0,unknown,20,6,0.0,6,-1,0,unknown,0,25-50yrs
32,admin.,married,2,0,280,1,0,cellular,18,7,0.02,4,-1,0,unknown,0,25-50yrs
31,technician,single,2,0,205,1,0,unknown,3,6,0.1,2,-1,0,unknown,0,25-50yrs
66,housemaid,married,2,0,1929,0,0,cellular,2,2,0.05,1,-1,0,unknown,0,above 50yrs
51,blue-collar,married,2,0,-355,1,1,cellular,17,11,0.03,2,-1,0,unknown,0,above 50yrs
51,technician,married,2,0,216,0,0,cellular,7,7,0.17,2,-1,0,unknown,1,above 50yrs
34,management,single,0,0,1534,1,0,cellular,16,4,0.04,1,147,7,other,0,25-50yrs
36,blue-collar,single,2,0,376,1,1,cellular,4,2,0.05,1,274,3,failure,0,25-50yrs
59,entrepreneur,married,3,0,1728,0,0,cellular,7,7,0.16,2,-1,0,unknown,0,above 50yrs
29,entrepreneur,single,3,0,54,0,0,cellular,5,2,0.07,3,-1,0,unknown,0,25-50yrs
37,technician,divorced,2,0,-24,1,0,cellular,4,2,0.01,2,-1,0,unknown,0,25-50yrs
55,management,married,3,0,149,0,1,telephone,25,7,0.01,6,-1,0,unknown,0,above 50yrs
40,blue-collar,divorced,2,0,178,1,0,cellular,15,5,0.05,1,-1,0,unknown,0,25-50yrs
45,admin.,married,2,0,-173,1,0,unknown,27,5,0.09,2,-1,0,unknown,0,25-50yrs
35,self-employed,married,3,0,1820,1,1,cellular,29,1,0.03,1,-1,0,unknown,0,25-50yrs
43,admin.,single,2,0,91,0,1,unknown,1,7,0.03,2,-1,0,unknown,0,25-50yrs
44,technician,married,2,0,358,0,0,unknown,5,6,0.05,1,-1,0,unknown,0,25-50yrs
56,admin.,married,2,0,1504,1,0,unknown,29,5,0.02,2,-1,0,unknown,0,above 50yrs
60,housemaid,married,1,0,517,0,0,unknown,12,6,0.33,3,-1,0,unknown,0,above 50yrs
45,admin.,married,2,0,194,0,0,cellular,31,7,0.14,4,-1,0,unknown,0,25-50yrs
30,admin.,single,2,0,127,1,0,cellular,18,5,0.0,6,368,1,other,0,25-50yrs
35,self-employed,married,3,0,35368,1,0,unknown,21,5,0.02,1,-1,0,unknown,0,25-50yrs
39,blue-collar,single,1,0,561,1,0,cellular,17,4,0.02,1,-1,0,unknown,0,25-50yrs
38,admin.,married,2,0,1933,1,0,cellular,16,4,0.17,1,-1,0,unknown,0,25-50yrs
30,technician,single,2,0,958,0,0,cellular,8,8,0.03,2,-1,0,unknown,0,25-50yrs
38,management,married,3,0,0,0,0,cellular,28,8,0.02,18,-1,0,unknown,0,25-50yrs
32,services,married,1,0,218,1,0,cellular,4,2,0.05,3,-1,0,unknown,0,25-50yrs
41,technician,married,3,0,532,1,0,cellular,9,7,0.02,1,-1,0,unknown,0,25-50yrs
33,self-employed,married,3,0,576,1,0,cellular,18,8,0.08,3,-1,0,unknown,0,25-50yrs
54,management,divorced,3,0,3473,1,0,cellular,12,8,0.08,2,-1,0,unknown,0,above 50yrs
53,technician,divorced,2,0,173,0,1,cellular,21,11,0.11,2,143,1,failure,0,above 50yrs
36,management,married,3,0,0,1,0,cellular,28,1,0.02,1,250,1,other,0,25-50yrs
26,entrepreneur,single,3,0,725,0,0,cellular,5,2,0.53,2,189,29,other,1,25-50yrs
49,technician,married,2,0,3392,0,0,cellular,13,8,0.08,2,-1,0,unknown,0,25-50yrs
31,management,married,2,0,1064,0,0,telephone,20,11,0.02,1,-1,0,unknown,0,25-50yrs
38,management,married,3,0,676,0,0,cellular,15,5,0.02,3,-1,0,unknown,0,25-50yrs
56,blue-collar,married,1,0,1046,0,1,unknown,17,6,0.09,13,-1,0,unknown,0,above 50yrs
45,self-employed,married,2,0,3080,0,0,cellular,19,11,0.08,1,-1,0,unknown,0,25-50yrs
26,blue-collar,single,2,0,2613,0,0,cellular,29,1,0.12,2,-1,0,unknown,0,25-50yrs
26,blue-collar,single,2,0,23,1,0,cellular,18,5,0.0,6,367,1,other,0,25-50yrs
54,technician,divorced,2,0,1904,1,1,unknown,7,5,0.08,3,-1,0,unknown,0,above 50yrs
32,admin.,married,2,0,3052,1,1,cellular,20,4,0.07,3,151,4,failure,0,25-50yrs
37,admin.,married,2,0,-255,1,0,unknown,26,5,0.03,2,-1,0,unknown,0,25-50yrs
26,management,divorced,3,1,-402,0,1,cellular,29,1,0.02,2,262,2,failure,0,25-50yrs
49,self-employed,single,2,0,766,1,0,cellular,7,7,0.04,4,-1,0,unknown,0,25-50yrs
32,management,married,3,0,210,0,0,cellular,14,7,0.03,3,-1,0,unknown,0,25-50yrs
39,management,married,3,0,568,1,1,unknown,30,5,0.06,3,-1,0,unknown,0,25-50yrs
46,entrepreneur,divorced,3,0,567,1,0,cellular,17,11,0.15,2,-1,0,unknown,0,25-50yrs
36,admin.,married,2,0,11,1,0,cellular,2,10,0.03,3,-1,0,unknown,0,25-50yrs
51,housemaid,married,1,0,13292,0,0,unknown,16,6,0.34,2,-1,0,unknown,0,above 50yrs
46,blue-collar,married,0,0,842,1,0,telephone,8,5,0.23,1,-1,0,unknown,1,25-50yrs
50,technician,married,2,0,805,0,0,cellular,5,8,0.04,1,-1,0,unknown,0,25-50yrs
44,unemployed,married,1,0,1,0,0,cellular,29,1,0.06,1,-1,0,unknown,0,25-50yrs
45,blue-collar,married,1,0,85,0,0,cellular,29,8,0.04,4,-1,0,unknown,0,25-50yrs
42,admin.,divorced,2,0,63,0,0,unknown,16,5,0.02,6,-1,0,unknown,0,25-50yrs
33,management,married,2,0,171,0,0,cellular,18,7,0.03,4,-1,0,unknown,0,25-50yrs
47,management,married,2,0,1144,0,1,cellular,29,1,0.09,1,-1,0,unknown,0,25-50yrs
34,services,married,2,0,1637,1,0,cellular,21,11,0.03,4,-1,0,unknown,0,25-50yrs
53,management,married,3,0,597,0,0,unknown,22,2,0.11,1,-1,0,unknown,1,above 50yrs
56,blue-collar,married,2,0,244,1,0,cellular,14,5,0.13,3,-1,0,unknown,0,above 50yrs
35,blue-collar,married,2,0,1287,1,0,cellular,14,5,0.07,3,-1,0,unknown,0,25-50yrs
37,management,married,3,0,23,1,0,unknown,26,5,0.11,2,-1,0,unknown,0,25-50yrs
42,blue-collar,married,1,0,-97,1,0,cellular,3,2,0.06,4,271,5,failure,0,25-50yrs
43,management,married,3,0,715,0,0,cellular,20,8,0.02,4,-1,0,unknown,0,25-50yrs
34,blue-collar,single,1,0,18,0,0,cellular,18,5,0.09,4,360,3,other,0,25-50yrs
51,management,single,3,0,151,1,0,cellular,8,9,0.18,1,427,3,success,1,above 50yrs
47,technician,married,3,0,52,0,0,cellular,25,8,0.03,5,-1,0,unknown,0,25-50yrs
33,blue-collar,single,2,0,266,1,1,cellular,17,4,0.03,2,-1,0,unknown,0,25-50yrs
37,services,married,2,0,22,1,1,unknown,8,5,0.04,1,-1,0,unknown,0,25-50yrs
51,technician,divorced,2,0,43,0,0,cellular,30,7,0.06,2,-1,0,unknown,0,above 50yrs
57,management,married,3,0,1172,0,0,unknown,18,6,0.01,1,-1,0,unknown,0,above 50yrs
37,services,divorced,1,1,-475,0,0,unknown,20,6,0.01,5,-1,0,unknown,0,25-50yrs
40,self-employed,married,2,0,0,1,0,cellular,11,5,0.18,1,-1,0,unknown,1,25-50yrs
33,technician,single,3,0,6,0,0,cellular,25,8,0.01,4,-1,0,unknown,0,25-50yrs
46,management,divorced,2,0,270,0,0,unknown,12,6,0.03,1,-1,0,unknown,0,25-50yrs
34,technician,married,2,0,178,1,0,cellular,13,5,0.07,1,-1,0,unknown,0,25-50yrs
36,services,married,2,0,0,1,0,cellular,30,7,0.02,12,-1,0,unknown,0,25-50yrs
32,technician,single,3,0,8047,1,0,cellular,28,8,0.0,13,-1,0,unknown,0,25-50yrs
59,housemaid,married,2,0,0,0,0,telephone,7,8,0.03,2,63,1,failure,0,above 50yrs
33,admin.,married,2,0,0,0,0,cellular,4,11,0.02,3,-1,0,unknown,0,25-50yrs
35,admin.,married,3,0,957,1,0,cellular,26,3,0.07,4,667,4,failure,0,25-50yrs
28,unemployed,single,1,0,236,0,0,cellular,4,5,0.05,1,87,3,failure,1,25-50yrs
42,unemployed,married,2,0,-523,1,0,cellular,11,5,0.09,2,-1,0,unknown,0,25-50yrs
42,blue-collar,divorced,1,0,28,1,0,cellular,8,5,0.06,5,-1,0,unknown,0,25-50yrs
53,management,married,3,0,-1112,1,0,cellular,13,5,0.01,3,308,1,failure,0,above 50yrs
31,management,married,3,0,460,1,0,unknown,22,1,0.01,1,-1,0,unknown,0,25-50yrs
34,management,single,3,0,2412,1,0,unknown,21,5,0.04,2,-1,0,unknown,0,25-50yrs
34,technician,single,2,0,664,1,1,cellular,11,5,0.02,2,343,2,other,0,25-50yrs
33,technician,married,2,0,272,1,0,cellular,18,7,0.05,2,-1,0,unknown,0,25-50yrs
30,admin.,single,2,0,43,1,0,cellular,14,5,0.03,1,370,2,failure,0,25-50yrs
39,blue-collar,divorced,2,0,36,1,0,unknown,12,5,0.03,2,-1,0,unknown,0,25-50yrs
34,unemployed,single,2,0,847,0,0,cellular,2,2,0.19,2,-1,0,unknown,0,25-50yrs
36,self-employed,single,3,0,977,0,0,unknown,20,6,0.05,2,-1,0,unknown,0,25-50yrs
30,technician,single,2,0,62,1,0,telephone,3,2,0.19,2,252,1,other,0,25-50yrs
32,technician,married,3,0,52,1,1,cellular,5,5,0.05,1,-1,0,unknown,0,25-50yrs
37,admin.,single,2,0,-117,0,1,cellular,7,7,0.03,1,-1,0,unknown,0,25-50yrs
25,blue-collar,single,2,0,-187,1,1,unknown,27,5,0.08,4,-1,0,unknown,0,under 25yrs
29,admin.,single,2,0,5711,1,1,unknown,21,5,0.25,1,-1,0,unknown,0,25-50yrs
49,technician,divorced,2,0,5,0,0,cellular,19,8,0.04,2,-1,0,unknown,0,25-50yrs
48,technician,single,2,0,-347,0,1,cellular,7,8,0.02,2,-1,0,unknown,0,25-50yrs
47,blue-collar,married,1,0,0,1,1,telephone,28,7,0.03,3,-1,0,unknown,0,25-50yrs
29,unemployed,married,3,0,111,1,0,cellular,14,5,0.06,1,-1,0,unknown,0,25-50yrs
58,management,divorced,3,0,26254,1,0,cellular,21,11,0.01,1,31,1,failure,0,above 50yrs
33,blue-collar,divorced,2,0,3546,1,0,unknown,23,5,0.22,2,-1,0,unknown,1,25-50yrs
29,management,married,3,0,205,0,0,cellular,4,6,0.22,1,-1,0,unknown,1,25-50yrs
29,blue-collar,married,2,0,321,1,1,cellular,2,2,0.03,2,-1,0,unknown,0,25-50yrs
46,management,married,3,0,473,1,0,cellular,18,8,0.06,4,-1,0,unknown,0,25-50yrs
45,management,married,2,0,1098,0,0,cellular,4,8,0.02,1,-1,0,unknown,0,25-50yrs
52,technician,divorced,2,0,409,1,0,unknown,15,5,0.02,7,-1,0,unknown,0,above 50yrs
44,technician,married,3,0,1818,1,1,cellular,30,4,0.07,1,-1,0,unknown,0,25-50yrs
47,technician,married,2,0,0,0,0,unknown,11,11,0.02,1,-1,0,unknown,0,25-50yrs
52,blue-collar,divorced,1,0,196,1,0,unknown,7,5,0.03,3,-1,0,unknown,0,above 50yrs
23,technician,single,0,0,231,1,0,cellular,7,5,0.16,3,367,1,other,0,under 25yrs
30,admin.,married,2,0,222,0,0,telephone,14,7,0.1,9,-1,0,unknown,0,25-50yrs
40,technician,married,2,0,56,0,0,cellular,29,8,0.02,2,-1,0,unknown,0,25-50yrs
46,blue-collar,married,2,0,438,0,0,cellular,8,8,0.07,5,-1,0,unknown,0,25-50yrs
38,admin.,married,2,0,1280,1,0,cellular,6,4,0.25,1,-1,0,unknown,0,25-50yrs
30,management,single,3,0,59,1,1,unknown,8,5,0.06,1,-1,0,unknown,0,25-50yrs
46,blue-collar,married,1,0,580,1,0,telephone,4,2,0.01,2,-1,0,unknown,0,25-50yrs
60,retired,married,2,0,78,1,0,unknown,12,5,0.03,3,-1,0,unknown,0,above 50yrs
31,entrepreneur,single,3,0,627,0,0,cellular,20,11,0.13,2,-1,0,unknown,0,25-50yrs
37,management,married,3,0,255,0,0,cellular,24,2,0.16,2,183,10,success,1,25-50yrs
38,technician,divorced,2,0,902,1,0,cellular,3,2,0.18,1,-1,0,unknown,1,25-50yrs
29,management,married,3,0,20,1,0,cellular,12,5,0.12,1,-1,0,unknown,0,25-50yrs
26,blue-collar,single,2,0,-32,1,1,cellular,31,7,0.0,6,-1,0,unknown,0,25-50yrs
36,services,married,2,0,0,1,0,cellular,16,7,0.08,4,-1,0,unknown,0,25-50yrs
39,technician,divorced,2,0,530,1,1,cellular,6,5,0.02,1,-1,0,unknown,0,25-50yrs
52,retired,married,0,0,3303,0,0,unknown,6,6,0.01,1,-1,0,unknown,0,above 50yrs
40,management,married,3,0,832,1,1,unknown,29,5,0.04,1,-1,0,unknown,0,25-50yrs
26,technician,married,2,0,518,1,0,cellular,7,5,0.05,3,-1,0,unknown,0,25-50yrs
39,technician,single,2,0,671,0,1,cellular,11,7,0.03,2,-1,0,unknown,0,25-50yrs
25,entrepreneur,single,3,0,0,0,0,unknown,25,6,0.1,1,-1,0,unknown,0,under 25yrs
24,student,single,2,0,501,0,0,cellular,28,5,0.03,6,-1,0,unknown,0,under 25yrs
33,admin.,married,2,0,-297,1,0,unknown,27,5,0.11,3,-1,0,unknown,0,25-50yrs
50,admin.,married,2,0,715,0,0,cellular,28,8,0.04,13,-1,0,unknown,0,25-50yrs
28,admin.,married,2,0,-156,1,0,unknown,6,6,0.04,5,-1,0,unknown,0,25-50yrs
60,retired,married,2,0,1524,0,0,unknown,18,6,0.05,1,-1,0,unknown,0,above 50yrs
28,blue-collar,single,2,0,339,1,0,cellular,10,7,0.1,1,-1,0,unknown,0,25-50yrs
38,technician,married,2,0,0,0,0,cellular,28,8,0.05,10,-1,0,unknown,0,25-50yrs
36,technician,married,3,0,183,1,0,unknown,16,5,0.1,1,-1,0,unknown,0,25-50yrs
60,management,married,1,0,0,0,0,unknown,17,6,0.12,1,-1,0,unknown,0,above 50yrs
40,self-employed,married,3,0,2977,1,0,cellular,17,7,0.28,1,-1,0,unknown,0,25-50yrs
27,technician,single,3,0,149,0,1,cellular,30,1,0.08,1,-1,0,unknown,0,25-50yrs
32,self-employed,married,3,0,3601,0,0,cellular,22,8,0.05,15,-1,0,unknown,0,25-50yrs
41,technician,married,2,0,351,1,0,cellular,9,7,0.05,1,-1,0,unknown,0,25-50yrs
34,technician,divorced,3,0,66,0,1,cellular,19,8,0.02,2,-1,0,unknown,0,25-50yrs
29,admin.,single,2,0,405,1,0,cellular,15,5,0.02,1,345,1,other,0,25-50yrs
23,blue-collar,single,1,0,382,0,0,cellular,15,6,0.02,1,108,1,other,0,under 25yrs
32,blue-collar,single,2,0,160,1,0,telephone,29,1,0.01,1,265,1,failure,0,25-50yrs
50,blue-collar,married,0,0,1537,0,0,unknown,17,6,0.01,6,-1,0,unknown,0,25-50yrs
58,blue-collar,married,1,0,0,1,0,cellular,31,7,0.0,25,-1,0,unknown,0,above 50yrs
46,blue-collar,married,1,0,776,0,1,telephone,11,7,0.02,2,-1,0,unknown,0,25-50yrs
48,management,married,3,0,1093,1,1,cellular,13,10,0.34,2,-1,0,unknown,1,25-50yrs
38,blue-collar,single,2,0,2580,1,0,cellular,8,4,0.47,2,264,3,failure,1,25-50yrs
41,blue-collar,married,1,0,407,1,1,telephone,10,7,0.11,2,-1,0,unknown,0,25-50yrs
57,technician,married,2,0,0,0,0,cellular,29,7,0.03,2,-1,0,unknown,0,above 50yrs
27,admin.,single,2,0,110,1,0,unknown,28,5,0.04,1,-1,0,unknown,0,25-50yrs
40,admin.,divorced,2,0,399,0,0,cellular,28,1,0.07,2,-1,0,unknown,0,25-50yrs
40,unemployed,single,3,0,79,0,0,cellular,15,10,0.16,1,135,1,failure,1,25-50yrs
58,management,married,3,0,361,0,0,cellular,14,8,0.14,2,-1,0,unknown,0,above 50yrs
36,self-employed,single,3,0,3560,0,0,cellular,18,11,0.18,3,169,2,failure,0,25-50yrs
40,admin.,married,2,0,1535,1,0,unknown,14,5,0.2,1,-1,0,unknown,1,25-50yrs
33,admin.,single,1,0,-258,1,0,cellular,15,5,0.04,2,352,2,failure,0,25-50yrs
37,technician,married,2,0,494,1,0,cellular,2,2,0.07,2,269,3,failure,0,25-50yrs
44,blue-collar,married,2,1,105,1,0,cellular,20,4,0.16,1,-1,0,unknown,1,25-50yrs
48,technician,divorced,3,0,375,0,0,cellular,20,8,0.06,2,-1,0,unknown,0,25-50yrs
42,management,married,3,0,251,0,0,cellular,20,8,0.11,2,-1,0,unknown,0,25-50yrs
49,technician,married,3,0,1843,1,0,cellular,25,5,0.07,1,-1,0,unknown,0,25-50yrs
29,management,single,3,0,1952,1,0,unknown,14,5,0.1,1,-1,0,unknown,0,25-50yrs
33,blue-collar,single,2,0,231,1,0,unknown,2,6,0.13,1,-1,0,unknown,0,25-50yrs
54,admin.,married,2,0,19213,0,0,cellular,12,8,0.03,6,-1,0,unknown,0,above 50yrs
53,blue-collar,married,2,0,6657,1,0,cellular,19,8,0.04,8,-1,0,unknown,0,above 50yrs
57,technician,divorced,2,0,1244,1,0,cellular,18,7,0.11,1,-1,0,unknown,0,above 50yrs
42,management,married,3,0,386,1,0,unknown,7,5,0.05,1,-1,0,unknown,0,25-50yrs
66,management,married,0,0,2149,1,0,cellular,26,5,0.04,2,90,11,success,1,above 50yrs
34,blue-collar,single,2,0,-317,1,0,cellular,17,4,0.14,3,346,1,other,0,25-50yrs
32,admin.,single,3,0,902,1,0,cellular,18,5,0.01,7,-1,0,unknown,0,25-50yrs
32,services,married,2,0,426,1,1,cellular,7,5,0.11,1,339,1,other,0,25-50yrs
28,technician,married,2,0,272,0,1,cellular,16,7,0.05,1,-1,0,unknown,0,25-50yrs
29,services,single,2,0,271,1,0,unknown,20,5,0.52,2,-1,0,unknown,1,25-50yrs
30,technician,married,3,0,141,0,0,cellular,29,1,0.05,2,-1,0,unknown,0,25-50yrs
31,services,married,2,0,1004,0,0,cellular,5,2,0.03,6,-1,0,unknown,0,25-50yrs
40,admin.,single,2,0,816,0,0,cellular,31,7,0.03,8,-1,0,unknown,0,25-50yrs
53,management,married,3,0,652,0,0,unknown,5,6,0.03,1,-1,0,unknown,0,above 50yrs
41,technician,married,2,0,0,1,0,cellular,24,7,0.05,1,-1,0,unknown,0,25-50yrs
37,self-employed,single,3,0,1286,0,0,telephone,31,7,0.01,7,-1,0,unknown,0,25-50yrs
36,blue-collar,single,1,0,109,1,0,telephone,12,5,0.06,2,370,2,failure,0,25-50yrs
58,management,divorced,2,0,10180,0,0,cellular,3,3,0.05,2,-1,0,unknown,1,above 50yrs
49,services,married,1,0,61,1,0,unknown,6,5,0.07,1,-1,0,unknown,0,25-50yrs
39,technician,married,2,0,27,1,0,cellular,11,5,0.04,3,342,4,failure,0,25-50yrs
49,technician,married,2,0,305,0,0,cellular,7,8,0.04,1,99,1,failure,0,25-50yrs
28,blue-collar,married,2,0,224,1,0,unknown,19,5,0.16,5,-1,0,unknown,0,25-50yrs
47,unemployed,single,2,0,4819,0,0,cellular,18,11,0.04,1,-1,0,unknown,0,25-50yrs
25,student,single,2,0,4147,0,0,cellular,14,8,0.06,3,-1,0,unknown,1,under 25yrs
38,technician,married,2,0,7696,1,0,cellular,20,11,0.11,2,-1,0,unknown,0,25-50yrs
36,management,married,3,0,673,1,0,cellular,16,7,0.19,1,-1,0,unknown,1,25-50yrs
50,blue-collar,divorced,1,0,149,1,0,unknown,7,5,0.02,1,-1,0,unknown,0,25-50yrs
36,admin.,divorced,3,0,4708,0,0,cellular,3,12,0.08,1,171,1,failure,1,25-50yrs
38,management,married,3,0,0,1,0,telephone,12,12,0.04,1,-1,0,unknown,0,25-50yrs
30,technician,single,3,0,6619,1,0,cellular,21,8,0.07,8,-1,0,unknown,0,25-50yrs
34,housemaid,married,2,0,-97,1,1,cellular,8,7,0.03,2,-1,0,unknown,0,25-50yrs
61,management,married,3,0,997,0,0,cellular,22,6,0.07,1,104,1,success,1,above 50yrs
36,blue-collar,married,2,0,1828,1,0,telephone,17,10,0.01,1,-1,0,unknown,0,25-50yrs
40,blue-collar,divorced,2,0,-426,0,1,unknown,26,5,0.07,1,-1,0,unknown,0,25-50yrs
49,retired,married,1,0,2665,1,0,unknown,13,5,0.02,1,-1,0,unknown,0,25-50yrs
42,unemployed,married,3,0,576,0,0,cellular,27,2,0.04,1,-1,0,unknown,1,25-50yrs
47,technician,married,2,0,351,1,0,unknown,14,5,0.1,3,-1,0,unknown,0,25-50yrs
41,admin.,single,2,0,2002,1,0,cellular,15,5,0.05,2,350,1,failure,0,25-50yrs
55,entrepreneur,married,2,0,8104,0,0,cellular,6,2,0.06,2,-1,0,unknown,0,above 50yrs
57,blue-collar,married,1,0,1236,0,0,unknown,18,6,0.04,9,-1,0,unknown,0,above 50yrs
48,management,married,3,0,263,1,0,unknown,5,5,0.1,2,-1,0,unknown,0,25-50yrs
